Original,_MediaEModaConjuntoCompletoAppending,_MediaEModaConjuntoCompletoNotAppending,_MediaEModaConjuntoDeMesmaClasseAppending,_MediaEModaConjuntoDeMesmaClasseNotAppending,_MediaEModa3NNConjuntoCompletoAppending,_MediaEModa5NNConjuntoCompletoAppending,_MediaEModa7NNConjuntoCompletoAppending,_MediaEModa9NNConjuntoCompletoAppending,_MediaEModa3NNConjuntoCompletoNotAppending,_MediaEModa5NNConjuntoCompletoNotAppending,_MediaEModa7NNConjuntoCompletoNotAppending,_MediaEModa9NNConjuntoCompletoNotAppending,_MediaEModa3NNConjuntoDeMesmaClasseAppending,_MediaEModa5NNConjuntoDeMesmaClasseAppending,_MediaEModa7NNConjuntoDeMesmaClasseAppending,_MediaEModa9NNConjuntoDeMesmaClasseAppending,_MediaEModa3NNConjuntoDeMesmaClasseNotAppending,_MediaEModa5NNConjuntoDeMesmaClasseNotAppending,_MediaEModa7NNConjuntoDeMesmaClasseNotAppending,_MediaEModa9NNConjuntoDeMesmaClasseNotAppending
89.5953757225434,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,89.0173410404624,86.1271676300578,86.1271676300578,86.1271676300578,89.0173410404624,86.1271676300578,86.1271676300578,86.7052023121387,86.1271676300578,86.1271676300578,86.1271676300578,86.7052023121387,86.1271676300578,86.1271676300578,86.1271676300578
92.485549132948,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578,86.1271676300578
84.393063583815,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,85.5491329479769,86.1271676300578,87.2832369942196,87.2832369942196,85.5491329479769,86.1271676300578,87.2832369942196,87.2832369942196,85.5491329479769,87.2832369942196,87.2832369942196,87.2832369942196,85.5491329479769,87.2832369942196,87.2832369942196,87.2832369942196
86.1271676300578,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243
84.9710982658959,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671,91.9075144508671
90.7514450867052,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861,91.3294797687861
87.8612716763006,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243,90.1734104046243
90.1734104046243,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624,89.0173410404624
92.485549132948,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006,87.8612716763006
86.7052023121387,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908,94.2196531791908
86.1271676300578,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434,89.5953757225434
86.7052023121387,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196,87.2832369942196
87.8612716763006,93.0635838150289,93.0635838150289,93.0635838150289,93.0635838150289,93.0635838150289,93.6416184971098,93.0635838150289,93.0635838150289,93.0635838150289,93.6416184971098,93.0635838150289,93.0635838150289,93.0635838150289,93.0635838150289,93.0635838150289,93.0635838150289,93.0635838150289,93.0635838150289,93.0635838150289,93.0635838150289
89.5953757225434,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913,82.0809248554913
